gene,Score,p,qvalue
C6,0.94257605,0.2232854864433812,1.0
SPAG9,0.9420563,0.22448165869218495,1.0
TNS4,0.9419808,0.2252791068580542,1.0
SEC24A,0.9419673,0.2252791068580542,1.0
SUGP1,0.9413021,0.2256778309409888,1.0
CCDC88C,0.94123584,0.2256778309409888,1.0
DIEXF,0.9411435,0.22607655502392343,1.0
KDM4C,0.94062114,0.22807017543859642,1.0
GPRIN1,0.940287,0.22886762360446566,1.0
KIAA1211,0.94020927,0.2296650717703349,1.0
ERBB4,0.94007957,0.23006379585326953,1.0
GBF1,0.9399803,0.23006379585326953,1.0
MATN3,0.9396319,0.23046251993620415,1.0
TMTC2,0.93956316,0.23046251993620415,1.0
GFAP,0.93956,0.23046251993620415,1.0
SLIT1,0.9392273,0.23086124401913877,1.0
TRPC4,0.9390992,0.23086124401913877,1.0
PITPNM3,0.9388767,0.2312599681020734,1.0
F8,0.93787676,0.233652312599681,1.0
C19orf57,0.9377954,0.233652312599681,1.0
C9orf85,0.9372589,0.23484848484848486,1.0
HNRNPAB,0.93720543,0.23484848484848486,1.0
SPRTN,0.9371919,0.23484848484848486,1.0
AIG1,0.9371224,0.23484848484848486,1.0
GANAB,0.93622875,0.23644338118022323,1.0
HCN1,0.93620884,0.23644338118022323,1.0
CEACAM1,0.9358472,0.23724082934609247,1.0
NLRP9,0.9357793,0.23843700159489634,1.0
UQCRC1,0.9351911,0.23883572567783096,1.0
NFIA,0.93482435,0.23883572567783096,1.0
PDZD7,0.9347038,0.23883572567783096,1.0
IL1RAPL2,0.93459034,0.23923444976076558,1.0
PCDH17,0.93412846,0.2396331738437002,1.0
ZFHX3,0.93392724,0.2400318979266347,1.0
COL13A1,0.9336738,0.24043062200956933,1.0
AKAP3,0.9334947,0.24043062200956933,1.0
ELF4,0.9325131,0.24282296650717705,1.0
SLC4A4,0.9322592,0.24322169059011167,1.0
RPL7A,0.9322336,0.24322169059011167,1.0
MFHAS1,0.9316295,0.24481658692185004,1.0
ATP8B4,0.9315219,0.24481658692185004,1.0
KRT12,0.9306072,0.24641148325358853,1.0
PDLIM7,0.93060094,0.24641148325358853,1.0
HEYL,0.93044215,0.24681020733652315,1.0
TRAF1,0.9300601,0.24681020733652315,1.0
SPATA31D1,0.9300197,0.24681020733652315,1.0
GALNT2,0.9295413,0.2480063795853269,1.0
METAP1,0.92949563,0.2480063795853269,1.0
LETMD1,0.92880356,0.25,1.0
DGUOK,0.9286812,0.25,1.0
SGSM3,0.9285429,0.25079744816586924,1.0
RTTN,0.92799264,0.25159489633173837,1.0
IQCB1,0.927803,0.251993620414673,1.0
HNRNPUL1,0.92699003,0.25318979266347685,1.0
SLC39A11,0.9266389,0.2535885167464115,1.0
ELMO2,0.9260159,0.2539872408293461,1.0
CDK13,0.9260123,0.2539872408293461,1.0
